biosample_id,biosample_name,raw_data_identifier,material_processing_protocol_id,processedsample_placeholder,match_confidence
nmdc:bsm-11-0n65yd98,EMSL 39 BLAN_Ap1_POST_NotGr_MST_33,Miesel_60009_39_BLAN_Ap1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9089.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-0n65yd98,EMSL 39 BLAN_Ap1_POST_NotGr_MST_33,Miesel_60009_39_BLAN_Ap1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9260.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-0n65yd98,EMSL 39 BLAN_Ap1_POST_NotGr_MST_33,Miesel_60009_39_BLAN_Ap1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9616.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,Miesel_60009_40_BONA_Oea_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9035.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,Miesel_60009_40_BONA_Oea_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9078.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,Miesel_60009_40_BONA_Oea_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9239.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,Miesel_60009_40_BONA_Oea_POST_MST_33_Met_SPE_r2_300SA_IATp03_9605.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,Miesel_60009_41_CLBJ_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9039.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,Miesel_60009_41_CLBJ_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9133.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,Miesel_60009_41_CLBJ_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9188.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,Miesel_60009_41_CLBJ_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9602.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,Miesel_60009_42_CPER_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9011.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,Miesel_60009_42_CPER_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9097.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,Miesel_60009_42_CPER_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9290.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,Miesel_60009_42_CPER_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9641.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,Miesel_60009_43_DCFS_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9023.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,Miesel_60009_43_DCFS_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9080.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,Miesel_60009_43_DCFS_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9270.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,Miesel_60009_43_DCFS_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9636.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,Miesel_60009_44_DELA_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9061.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,Miesel_60009_44_DELA_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9132.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,Miesel_60009_44_DELA_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9175.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,Miesel_60009_44_DELA_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9578.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,Miesel_60009_45_DSNY_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9042.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,Miesel_60009_45_DSNY_A_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9081.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,Miesel_60009_45_DSNY_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9268.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,Miesel_60009_45_DSNY_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9566.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,Miesel_60009_46_GRSM_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9028.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,Miesel_60009_46_GRSM_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9152.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,Miesel_60009_46_GRSM_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9257.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,Miesel_60009_46_GRSM_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9609.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,Miesel_60009_47_HEAL_Oae_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9007.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,Miesel_60009_47_HEAL_Oae_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9135.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,Miesel_60009_47_HEAL_Oae_POST_MST_33_Met_SPE_r1_300SA_IATp03_9283.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,Miesel_60009_47_HEAL_Oae_POST_MST_33_Met_SPE_r2_300SA_IATp03_9572.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,Miesel_60009_48_JORN_Ak_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9068.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,Miesel_60009_48_JORN_Ak_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9112.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,Miesel_60009_48_JORN_Ak_POST_MST_33_Met_SPE_r1_300SA_IATp03_9287.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,Miesel_60009_48_JORN_Ak_POST_MST_33_Met_SPE_r2_300SA_IATp03_9614.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,Miesel_60009_49_KONZ_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9017.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,Miesel_60009_49_KONZ_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9105.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,Miesel_60009_49_KONZ_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9293.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,Miesel_60009_49_KONZ_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9573.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,Miesel_60009_50_MLBS_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9001.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,Miesel_60009_50_MLBS_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9143.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,Miesel_60009_50_MLBS_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9288.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,Miesel_60009_50_MLBS_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9581.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,Miesel_60009_51_MOAB_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9019.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,Miesel_60009_51_MOAB_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9115.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,Miesel_60009_51_MOAB_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9171.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,Miesel_60009_51_MOAB_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9642.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,Miesel_60009_52_NGPR_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9030.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,Miesel_60009_52_NGPR_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9167.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,Miesel_60009_52_NGPR_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9182.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,Miesel_60009_52_NGPR_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9613.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,Miesel_60009_53_NIWO_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8997.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,Miesel_60009_53_NIWO_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9136.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,Miesel_60009_53_NIWO_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9265.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,Miesel_60009_53_NIWO_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9632.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,Miesel_60009_54_OSBS_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9003.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,Miesel_60009_54_OSBS_A_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9095.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,Miesel_60009_54_OSBS_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9253.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,Miesel_60009_54_OSBS_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9637.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,Miesel_60009_55_RMNP_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9066.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,Miesel_60009_55_RMNP_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9102.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,Miesel_60009_55_RMNP_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9185.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,Miesel_60009_55_RMNP_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9577.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,Miesel_60009_56_SERC_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9002.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,Miesel_60009_56_SERC_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9164.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,Miesel_60009_56_SERC_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9284.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,Miesel_60009_56_SERC_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9594.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,Miesel_60009_57_SJER_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9026.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,Miesel_60009_57_SJER_A_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9096.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,Miesel_60009_57_SJER_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9240.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,Miesel_60009_57_SJER_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9620.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,Miesel_60009_58_SOAP_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9048.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,Miesel_60009_58_SOAP_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9111.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,Miesel_60009_58_SOAP_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9242.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,Miesel_60009_58_SOAP_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9561.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,Miesel_60009_59_STEI_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9041.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,Miesel_60009_59_STEI_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9156.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,Miesel_60009_59_STEI_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9195.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,Miesel_60009_59_STEI_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9574.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,Miesel_60009_60_TALL_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9037.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,Miesel_60009_60_TALL_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9127.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,Miesel_60009_60_TALL_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9198.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,Miesel_60009_60_TALL_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9600.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,Miesel_60009_61_TREE_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9031.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,Miesel_60009_61_TREE_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9122.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,Miesel_60009_61_TREE_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9177.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,Miesel_60009_61_TREE_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9633.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,Miesel_60009_62_UNDE_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9046.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,Miesel_60009_62_UNDE_A_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9088.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,Miesel_60009_62_UNDE_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9256.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,Miesel_60009_62_UNDE_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9634.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,Miesel_60009_63_WREF_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8988.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,Miesel_60009_63_WREF_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9123.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,Miesel_60009_63_WREF_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9264.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,Miesel_60009_63_WREF_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9612.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,Miesel_60009_64_ABBY_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9056.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,Miesel_60009_64_ABBY_A_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9086.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,Miesel_60009_64_ABBY_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9280.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,Miesel_60009_64_ABBY_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9563.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9067.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9134.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9243.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9601.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,Miesel_60009_66_BLAN_Ap1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9052.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,Miesel_60009_66_BLAN_Ap1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9158.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,Miesel_60009_66_BLAN_Ap1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9245.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,Miesel_60009_66_BLAN_Ap1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9558.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9036.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9117.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9181.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9644.d,ALL,ProcessedSample7_NOM,high
