Biosample Id,Associated Study,Processing Type,Raw Data File,Raw Data Object Alt Id,Processed Data Directory,mass spec configuration name,lc config name,instrument used,processing institution,instrument analysis start date,instrument analysis end date,execution resource
nmdc:bsm-11-hg2mgq25,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_369_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826841,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 05:20:34 AM,2019-08-14 05:54:36 AM,EMSL-RZR
nmdc:bsm-11-1bqdh708,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_356_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826842,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 02:29:43 AM,2019-08-14 03:03:45 AM,EMSL-RZR
nmdc:bsm-11-ct9j2a57,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_379_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826844,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 06:03:14 AM,2019-08-14 06:37:16 AM,EMSL-RZR
nmdc:bsm-11-17jhr354,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_203_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826847,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 12:21:48 AM,2019-08-14 12:55:48 AM,EMSL-RZR
nmdc:bsm-11-1e41ar38,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_195_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826848,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 08:48:19 PM,2019-08-13 09:22:20 PM,EMSL-RZR
nmdc:bsm-11-t2vkc453,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_198_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826850,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 10:56:26 PM,2019-08-13 11:30:26 PM,EMSL-RZR
nmdc:bsm-11-py7q0m65,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_357_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826851,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 03:12:27 AM,2019-08-14 03:46:27 AM,EMSL-RZR
nmdc:bsm-11-3zse0483,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_193_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826852,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 07:22:59 PM,2019-08-13 07:57:02 PM,EMSL-RZR
nmdc:bsm-11-2q99gj44,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_367_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826853,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 03:55:05 AM,2019-08-14 04:29:05 AM,EMSL-RZR
nmdc:bsm-11-4fbakw22,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_355_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826854,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 01:47:05 AM,2019-08-14 02:21:06 AM,EMSL-RZR
nmdc:bsm-11-t92xwp23,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_196_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826856,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 09:31:05 PM,2019-08-13 10:05:05 PM,EMSL-RZR
nmdc:bsm-11-ks2kjm48,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_140_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1830983,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 09:19:01 AM,2019-08-14 09:53:02 AM,EMSL-RZR
nmdc:bsm-11-90m44r31,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_141_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1830986,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 10:01:44 AM,2019-08-14 10:35:44 AM,EMSL-RZR
nmdc:bsm-11-cv986432,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_380_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1830989,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 03:00:47 PM,2019-08-14 03:34:49 PM,EMSL-RZR
nmdc:bsm-11-w975n178,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_185_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1830991,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 12:09:52 PM,2019-08-14 12:43:52 PM,EMSL-RZR
nmdc:bsm-11-1zcd1f81,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_152_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1830994,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 10:44:28 AM,2019-08-14 11:18:30 AM,EMSL-RZR
nmdc:bsm-11-639vnx06,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_186_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1830995,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 12:52:36 PM,2019-08-14 01:26:36 PM,EMSL-RZR
nmdc:bsm-11-7znq0579,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_197_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1830997,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 02:18:05 PM,2019-08-14 02:52:06 PM,EMSL-RZR
nmdc:bsm-11-q9k9sd16,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_119_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1831007,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 08:37:50 AM,2019-08-14 09:11:50 AM,EMSL-RZR
nmdc:bsm-11-1m6hbz45,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_194_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1831008,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 01:35:19 PM,2019-08-14 02:09:23 PM,EMSL-RZR
nmdc:bsm-11-bjf79y17,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_381_Lipids_Neg_14Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1831014,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 03:43:29 PM,2019-08-14 04:17:31 PM,EMSL-RZR
