biosample_id,raw_data_identifier,eluent_introduction_category,processedsample_placeholder,material_processing_protocol_id
nmdc:bsm-11-vk2m2b53,EMP_Feces_jensen_43_s017_a08_M_114.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-1kc3zb19,EMP_Feces_berry_2_s005_a03_M_093.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-bdv19h20,EMP_Feces_uren_82_s008_a03_M_300.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-wa1qqz30,EMP_Feces_distel_72_s004_a03_M_228.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-vtnvjb29,EMP_Feces_pinto_63_s014_a03_M_338.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-ajb5x617,EMP_Feces_distel_72_s005_a03_M_229.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-pzyg0w71,EMP_Feces_song_51_s011_a03_M_139.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-prtvqf07,EMP_Feces_girguis_50_s003_a03_M_119.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-dk398583,EMP_Feces_berry_2_s018_a03_M_007.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-rvhzjt54,EMP_Feces_rohwer_85_s003_a03_M_276.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-bsrmnf74,EMP_Feces_angenent_65_s005_a03_M_187.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-p9xw9c78,EMP_Feces_pinto_63_s013_a03_M_339.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-zsed0v52,EMP_Feces_thomas_18_s046_a04_M_046.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-nxasvr27,EMP_Feces_mayer_34_s008_a03_M_087.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-nemncq18,EMP_Feces_song_51_s016_a03_M_144.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-geyh3j18,EMP_Feces_bowen_74_s005_a03_M_240.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-799beb21,EMP_Feces_bittleston_68_s002_a02_M_191.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-hpq8fj02,EMP_Feces_jensen_43_s018_a03_M_115.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-pcnc7x94,EMP_Feces_uren_82_s007_a03_M_314.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-z4t9nk25,EMP_Feces_mayer_34_s004_a03_M_083.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-arpv5c98,EMP_Feces_bittleston_68_s005_a02_M_347.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-a57pz987,EMP_Feces_song_52_s006_a03_M_154.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-qtg27412,EMP_Feces_berry_2_s007_a03_M_098.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-47n1jc77,EMP_Feces_sandin_54_s008_a03_M_315.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-2drasm02,EMP_Feces_mayer_33_s001_a03_M_194.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-3a8h4b10,EMP_Feces_thomas_18_s024_a03_M_027.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-ym0r3495,EMP_Feces_zaneveld_9_s016_a03_M_020.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-wfagna69,EMP_Feces_metcalf_81_s002_a03_M_268.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-j1ejmy92,EMP_Feces_pinto_63_s005_a03_M_332.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-z6va8y29,EMP_Feces_jensen_43_s002_a03_M_101.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-7wed9914,EMP_Feces_bittleston_68_s001_a02_M_190.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-k0wwkm57,EMP_Feces_sandin_54_s013_a03_M_320.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-bwac7r34,EMP_Feces_pinto_63_s010_a03_M_337.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-s89hdq11,EMP_Feces_thomas_18_s050_a03_M_040.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-nmwdhj09,EMP_Feces_zaneveld_9_s007_a03_M_013.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-krhkkq92,EMP_Feces_sandin_54_s006_a03_M_183.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-9pa76q69,EMP_Feces_rohwer_85_s024_a03_M_281.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-0ve03274,EMP_Feces_pinto_63_s003_a03_M_330.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-emmkhn09,EMP_Feces_sandin_54_s004_a03_M_181.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-acjrq541,EMP_Feces_thomas_18_s054_a03_M_042.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-v15sb159,EMP_Feces_bowen_74_s014_a03_M_249.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-fy05wd88,EMP_Feces_mayer_34_s003_a03_M_082.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-fc8rcc81,EMP_Feces_thomas_18_s032_a03_M_031.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-nfmzdp33,EMP_Feces_mayer_34_s009_a03_M_088.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-0x01kf67,EMP_Feces_zaneveld_9_s011_a03_M_016.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-9618bz78,EMP_Feces_mayer_33_s003_a03_M_196.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-vma72763,EMP_Feces_song_51_s009_a03_M_137.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-4tsrqa19,EMP_Feces_bowen_74_s012_a03_M_247.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-yq1jk028,EMP_Feces_smith_39_s008_a03_M_068.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-h4j9h726,EMP_Feces_berry_2_s002_a03_M_090.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-edac4v19,EMP_Feces_pinto_63_s024_a03_M_345.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-8a9nh559,EMP_Feces_thomas_18_s012_a03_M_037.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-7jnf7s04,EMP_Feces_berry_2_s008_a03_M_096.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-sqdep036,EMP_Feces_bowen_74_s003_a03_M_238.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-xk7fd510,EMP_Feces_bowen_74_s001_a03_M_236.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-x1e68434,EMP_Feces_sandin_54_s014_a03_M_321.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-1g0a3624,EMP_Feces_bowen_74_s002_a03_M_237.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-gh9wsa04,EMP_Feces_jensen_43_s004_a03_M_103.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-80vze961,EMP_Feces_mousseau_88_s077_a02_M_305.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-ymzd2846,EMP_Feces_song_52_s015_a03_M_163.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-78whey36,EMP_Feces_bowen_74_s006_a03_M_241.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-qmwnwj94,EMP_Feces_angenent_65_s001_a03_M_185.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-nzeg8c33,EMP_Feces_distel_72_s010_a03_M_233.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-ex8eqw91,EMP_Feces_mayer_34_s006_a03_M_085.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-zsyyrv29,EMP_Feces_girguis_50_s012_a03_M_128.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-zw9m0h79,EMP_Feces_tait_78_s002_a03_M_331.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-tx72q876,EMP_Feces_metcalf_81_s001_a03_M_267.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-2rtk4045,EMP_Feces_mayer_33_s002_a03_M_195.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-gwqphs26,EMP_Feces_bowen_74_s013_a03_M_248.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-t23xm067,EMP_Feces_berry_2_s011_a03_M_001.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-v3t9ac29,EMP_Feces_girguis_50_s009_a03_M_125.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-e7g05s74,EMP_Feces_berry_2_s010_a03_M_099.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-zeh5yp07,EMP_Feces_mayer_34_s001_a03_M_080.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-9z8ahw85,EMP_Feces_mousseau_88_s012_a02_M_286.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-dmyt2e94,EMP_Feces_jensen_43_s001_a03_M_100.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-ak5ar333,EMP_Feces_mayer_33_s005_a03_M_077.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-8txch869,EMP_Feces_zaneveld_9_s004_a03_M_011.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-ecnkkv94,EMP_Feces_pinto_63_s019_a03_M_340.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-7kk2qd96,EMP_Feces_girguis_50_s002_a03_M_118.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-vmjx9x73,EMP_Feces_distel_72_s012_a03_M_235.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-sagyqk15,EMP_Feces_bittleston_68_s007_a02_M_349.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-xv04hc89,EMP_Feces_bittleston_68_s009_a02_M_351.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-s1hbck97,EMP_Feces_mousseau_88_s019_a02_M_288.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-gkpqw834,EMP_Feces_bowen_74_s015_a03_M_250.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-7gr9e189,EMP_Feces_bittleston_68_s006_a02_M_348.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-hssfx833,EMP_Feces_song_53_s012_a03_M_175.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-5a46nv05,EMP_Feces_bittleston_68_s004_a02_M_193.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-qp9m2b62,EMP_Feces_berry_2_s016_a03_M_005.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-6kwr5c04,EMP_Feces_berry_2_s017_a03_M_006.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-9x1tvs80,EMP_Feces_zaneveld_9_s002_a03_M_010.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-jd2t0d97,EMP_Feces_song_51_s012_a03_M_140.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-szy4vy17,EMP_Feces_bittleston_68_s015_a02_M_224.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-2c8r9c97,EMP_Feces_berry_2_s019_a03_M_008.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-fk7xsn47,EMP_Feces_mayer_33_s004_a03_M_197.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-rekjvr92,EMP_Feces_pinto_63_s020_a03_M_341.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-g7n0t064,EMP_Feces_jensen_43_s016_a03_M_113.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-wnf8y402,EMP_Feces_smith_39_s003_a03_M_063.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-26rxcm44,EMP_Feces_thomas_18_s047_a03_M_047.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-axfff262,EMP_Feces_berry_2_s014_a03_M_003.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-znswh520,EMP_Feces_thomas_18_s002_a03_M_026.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-04z8tj85,EMP_Feces_bittleston_68_s014_a02_M_356.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-tvj2jd07,EMP_Feces_rohwer_85_s022_a03_M_279.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-tj5aaa15,EMP_Feces_song_53_s011_a03_M_174.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-hf5z7t54,EMP_Feces_girguis_50_s010_a03_M_126.cdf,gas_chromatography,ProcessedSample5_bulk_feces,bulk_feces
nmdc:bsm-11-t0bnk181,3F8_2_38_uren-82-s010-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-eptzcj06,5D2_3_64_sandin-54-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-b2202e02,6C7_5_19_mousseau-88-s085-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-dhjgvh69,2B3_3_50_jensen-43-s015-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-bg2n6v96,5G12_4_54_mousseau-88-s058-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qe7jxj40,5D12_4_5_mousseau-88-s017-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-gwqphs26,1F6_2_51_bowen-74-s013-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-66c77129,7B1_8_11_song-51-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-v3t9ac29,5D4_3_69_girguis-50-s009-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-s46tas06,6C11_5_24_mousseau-88-s093-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-edpm4s56,4F5_7_8_thomas-18-s028-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-7kk2qd96,5C3_3_23_girguis-50-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-je1g4912,6D9_5_36_mousseau-88-s107-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-s94fz037,5B1_2_64_metcalf-81-s003-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ywfp4d89,5F11_4_39_mousseau-88-s041-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ht1qr837,4F9_7_15_thomas-18-s025-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-rn8q1c27,6B8_5_8_mousseau-88-s084-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-4ptbp825,5E11_4_24_mousseau-88-s024-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-j4vzev92,5E9_4_23_mousseau-88-s016-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-x1e68434,5C8_3_41_sandin-54-s014-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-v3ncnt18,5G2_4_42_mousseau-88-s047-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-1bgy6m27,4H6_7_42_zaneveld-9-s018-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-7tmmrd19,1F3_2_34_bowen-74-s004-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ct7z7j55,5H11_4_66_mousseau-88-s071-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-0d2xxc20,6C6_5_18_mousseau-88-s106-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-n6gq4e29,4E8_1_68_thomas-18-s057-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-8wend016,1H5_3_6_jensen-43-s013-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-acjrq541,4D6_1_26_thomas-18-s054-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-cecn0k17,1G1_2_68_rohwer-85-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-exgzzv11,6A1_4_68_mousseau-88-s063-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-sagyqk15,3F9_2_43_bittleston-68-s007-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ttsrb848,1E2_1_72_mayer-34-s010-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-7jnf7s04,1E3_1_73_berry-2-s008-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-bsrmnf74,5A6_2_19_angenent-65-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-vnt8nz15,6B6_5_6_mousseau-88-s110-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nswkrt94,6D2_5_28_mousseau-88-s086-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-6qp0cj90,3G7_2_72_bittleston-68-s011-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-7gr9e189,3G4_2_59_bittleston-68-s006-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-dzcbm153,7C12_8_31_song-52-s012-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-d0qkb097,4A7_2_36_pinto-63-s026-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-9x1tvs80,4H12_7_51_zaneveld-9-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ptk2m290,1H7_3_21_mayer-33-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-81chfb41,2B11_3_72_mayer-33-s006-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-mjktay23,1A8_1_10_mayer-34-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-8f9kza98,6B2_4_81_mousseau-88-s053-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-227vda38,6A4_4_71_mousseau-88-s064-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ne6r3m37,7A5_8_4_song-51-s020-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-4ce6q586,4A6_2_29_pinto-63-s015-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-4tsrqa19,1G3_2_73_bowen-74-s012-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-bjm33p80,2D8_4_65_rohwer-85-s014-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-wvfe0f23,6C4_5_16_mousseau-88-s099-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-j018j437,4D2_1_18_thomas-18-s053-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-d25r6p51,7G8_8_68_jensen-43-s007-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-atd08q40,4G8_7_30_thomas-18-s019-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-3c3w4c53,4F6_7_9_zaneveld-9-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-scpwq490,5F12_4_40_mousseau-88-s044-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-dk398583,1D8_1_60_berry-2-s018-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-m2436d73,2C10_4_15_rohwer-85-s019-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qmwnwj94,5A1_2_2_angenent-65-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-cmesvc96,4C12_1_15_thomas-18-s035-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-mstc8z16,5F10_4_38_mousseau-88-s036-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-8f1zfs86,5F4_4_30_mousseau-88-s025-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-xxrn0942,5H8_4_61_mousseau-88-s070-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-znswh520,4F2_7_4_thomas-18-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-q3xxkf31,1A7_1_9_berry-2-s013-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qp9m2b62,1A4_1_5_berry-2-s016-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-dhaxq973,6B1_4_80_mousseau-88-s049-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-zsyyrv29,5B8_3_7_girguis-50-s012-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-0g4d7n95,5C2_3_19_girguis-50-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qvkczc88,5E6_4_18_mousseau-88-s011-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-tyjd7s64,5G11_4_53_mousseau-88-s069-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-61qmpx90,5D3_3_68_sandin-54-s011-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-g51a2k35,3H4_7_53_thomas-18-s011-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-b74s9m33,6F1_7_55_distel-72-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-d3e8jh34,5B2_2_66_minich-76-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-fs8nd758,5E3_4_14_mousseau-88-s007-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-782xf659,6E7_7_32_distel-72-s011-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-rvhzjt54,1F11_2_62_rohwer-85-s003-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-arpv5c98,3F6_2_35_bittleston-68-s005-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-baywgw07,2D3_4_34_rohwer-85-s026-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-07pb3642,4A11_2_48_pinto-63-s027-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
