raw_data_identifier,biosample_id,biosample_name,match_confidence
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_33_GEO-TB-40-UF_1_Rg70to1050-CE102040-0-1-S1_Run128.mzML,nmdc:bsm-11-wnd5y780,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES100 metaT",high
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_6_ME-20170811-metabo-6_1_Rg80to1200-CE102040-10p3-S1_Run30.mzML,,,
20160526_HILIC___POS_MSMS_KBL_Qex_UV_Lake_Mendota______Run8.mzML,,,
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_NEG_MSMS_18_ME-20171004-metabo-18_1_Rg70to1050-CE102040-13p5-S1_Run75.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_4_GEO-ME-20-UF_1_Rg70to1050-CE102040-0-7-S1_Run28.mzML,nmdc:bsm-11-yn5fsd54,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES137 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_22_ME-20171004-metabo-22_1_Rg70to1050-CE102040-19p8-S1_Run86.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_56_GEO-SP-36-F_1_Rg70to1050-CE102040-0-4-S1_Run205.mzML,nmdc:bsm-11-afg62k16,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES041 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_22_GEO-SP-44-UF_1_Rg70to1050-CE102040-0-4-S1_Run86.mzML,nmdc:bsm-11-6mmyx194,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES049 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_8_ME-20170811-metabo-8_1_Rg70to1050-CE102040-0p5-S1_Run36.mzML,nmdc:bsm-11-wj0rgm84,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES128 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_14_GEO-SP-12-UF_1_Rg70to1050-CE102040-0-4-S1_Run58.mzML,nmdc:bsm-11-yt9w9g86,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES017 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_11_GEO-ME-4-UF_1_Rg70to1050-CE102040-0-7-S1_Run49.mzML,nmdc:bsm-11-re18d216,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES121 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_5_GEO-ME-24-UF_1_Rg70to1050-CE102040-0-7-S1_Run30.mzML,nmdc:bsm-11-a8yjz495,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES141 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_17_GEO-SP-24-UF_1_Rg80to1200-CE102040-0-4-S1_Run72.mzML,nmdc:bsm-11-zqhbrj43,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES029 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_53_GEO-SP-24-F_1_Rg70to1050-CE102040-0-4-S1_Run192.mzML,nmdc:bsm-11-zqhbrj43,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES029 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_38_GEO-ME-12-F_1_Rg80to1200-CE102040-0-7-S1_Run143.mzML,nmdc:bsm-11-1b773e81,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES129 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_44_GEO-ME-36-F_1_Rg80to1200-CE102040-0-7-S1_Run161.mzML,nmdc:bsm-11-5xrr5q54,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES153 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_40_GEO-ME-20-F_1_Rg80to1200-CE102040-0-7-S1_Run149.mzML,nmdc:bsm-11-yn5fsd54,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES137 metaT",high
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_22_ME-20171004-metabo-22_1_Rg80to1200-CE102040-19p8-S1_Run86.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_62_GEO-TB-12-F_1_Rg70to1050-CE102040-0-1-S1_Run228.mzML,nmdc:bsm-11-mac4ny66,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES069 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_62_GEO-TB-12-F_1_Rg80to1200-CE102040-0-1-S1_Run227.mzML,nmdc:bsm-11-mac4ny66,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES069 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_19_GEO-SP-32-UF_1_Rg80to1200-CE102040-0-4-S1_Run78.mzML,nmdc:bsm-11-6zqebn50,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES037 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_41_GEO-ME-24-F_1_Rg70to1050-CE102040-0-7-S1_Run151.mzML,nmdc:bsm-11-a8yjz495,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES141 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_5_GEO-ME-24-UF_1_Rg80to1200-CE102040-0-7-S1_Run31.mzML,nmdc:bsm-11-a8yjz495,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES141 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_10_GEO-ME-44-UF_1_Rg80to1200-CE102040-0-7-S1_Run46.mzML,nmdc:bsm-11-d18yfj56,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES161 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_NEG_MSMS_16_ME-20170908-metabo-16_1_Rg70to1050-CE102040-0p1-S1_Run64.mzML,nmdc:bsm-11-4z1r3c62,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES133 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_50_GEO-SP-12-F_1_Rg70to1050-CE102040-0-4-S1_Run184.mzML,nmdc:bsm-11-yt9w9g86,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES017 metaT",high
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_8_ME-20170811-metabo-8_1_Rg80to1200-CE102040-0p5-S1_Run36.mzML,nmdc:bsm-11-wj0rgm84,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES128 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_35_GEO-TB-4-UF_1_Rg70to1050-CE102040-0-1-S1_Run133.mzML,nmdc:bsm-11-374kh928,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES061 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_29_GEO-TB-24-UF_1_Rg70to1050-CE102040-0-1-S1_Run111.mzML,nmdc:bsm-11-j68z9p10,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES081 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_51_GEO-SP-16-F_1_Rg80to1200-CE102040-0-4-S1_Run186.mzML,nmdc:bsm-11-3jnvb928,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES021 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_32_GEO-TB-36-UF_1_Rg70to1050-CE102040-0-1-S1_Run125.mzML,,,
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_5_ME-20170811-metabo-5_1_Rg80to1200-CE102040-11p5-S1_Run27.mzML,,,
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_27_ME-20171019-metabo-27_1_Rg80to1200-CE102040-17p8-S1_Run104.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_68_GEO-TB-36-F_1_Rg70to1050-CE102040-0-1-S1_Run246.mzML,,,
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_NEG_MSMS_11_ME-20170908-metabo-11_1_Rg70to1050-CE102040-16p1-S1_Run46.mzML,,,
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_5_GEO-ME-24-UF_1_Rg80to1200-CE102040-0-7-S1_Run30.mzML,nmdc:bsm-11-a8yjz495,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES141 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_31_GEO-TB-32-UF_1_Rg80to1200-CE102040-0-1-S1_Run121.mzML,,,
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_NEG_MSMS_3_ME-20170811-metabo-3_1_Rg80to1200-CE102040-15p3-S1_Run22.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_6_GEO-ME-28-UF_1_Rg70to1050-CE102040-0-7-S1_Run34.mzML,nmdc:bsm-11-kh61sg45,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES145 metaT",high
20160526_HILIC___NEG_MSMS_KBL_Qex_UV_Lake_ExtractionBlank______Run6.mzML,,,
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_NEG_MSMS_14_ME-20170908-metabo-14_1_Rg70to1050-CE102040-12p5-S1_Run58.mzML,,,
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_34_GEO-TB-44-UF_1_Rg80to1200-CE102040-0-1-S1_Run131.mzML,nmdc:bsm-11-f2pxs644,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES110 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_25_GEO-TB-0-UF_1_Rg80to1200-CE102040-0-1-S1_Run95.mzML,nmdc:bsm-11-ccgfn155,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES053 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_65_GEO-TB-24-F_1_Rg80to1200-CE102040-0-1-S1_Run237.mzML,nmdc:bsm-11-j68z9p10,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES081 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_63_GEO-TB-16-F_1_Rg70to1050-CE102040-0-1-S1_Run231.mzML,nmdc:bsm-11-hzzj3m89,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES073 metaT",high
20160526_HILIC___NEG_MSMS_KBL_Qex_UV_Lake_Sparkling______Run12.mzML,,,
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_70_GEO-TB-44-F_1_Rg80to1200-CE102040-0-1-S1_Run252.mzML,nmdc:bsm-11-f2pxs644,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES110 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_NEG_MSMS_12_ME-20170908-metabo-12_1_Rg70to1050-CE102040-14p5-S1_Run52.mzML,nmdc:bsm-11-1b773e81,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES129 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_6_GEO-ME-28-UF_1_Rg70to1050-CE102040-0-7-S1_Run33.mzML,nmdc:bsm-11-kh61sg45,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES145 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_18_ME-20171004-metabo-18_1_Rg70to1050-CE102040-13p5-S1_Run74.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_38_GEO-ME-12-F_1_Rg70to1050-CE102040-0-7-S1_Run143.mzML,nmdc:bsm-11-1b773e81,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES129 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_3_GEO-ME-16-UF_1_Rg70to1050-CE102040-0-7-S1_Run24.mzML,nmdc:bsm-11-4z1r3c62,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES133 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_20_GEO-SP-36-UF_1_Rg70to1050-CE102040-0-4-S1_Run81.mzML,nmdc:bsm-11-afg62k16,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES041 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_NEG_MSMS_10_ME-20170908-metabo-10_1_Rg70to1050-CE102040-18-S1_Run43.mzML,,,
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_31_ME-20171101-metabo-31_1_Rg70to1050-CE102040-20-S1_Run116.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_2_GEO-ME-12-UF_1_Rg70to1050-CE102040-0-7-S1_Run21.mzML,nmdc:bsm-11-1b773e81,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES129 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_45_GEO-ME-40-F_1_Rg80to1200-CE102040-0-7-S1_Run164.mzML,nmdc:bsm-11-ne7eez40,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES157 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_46_GEO-ME-44-F_1_Rg80to1200-CE102040-0-7-S1_Run172.mzML,nmdc:bsm-11-d18yfj56,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES161 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_25_GEO-TB-0-UF_1_Rg70to1050-CE102040-0-1-S1_Run96.mzML,nmdc:bsm-11-ccgfn155,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES053 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_6_GEO-ME-28-UF_1_Rg80to1200-CE102040-0-7-S1_Run33.mzML,nmdc:bsm-11-kh61sg45,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES145 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_6_ME-20170811-metabo-6_1_Rg70to1050-CE102040-10p3-S1_Run30.mzML,,,
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_NEG_MSMS_16_ME-20170908-metabo-16_1_Rg80to1200-CE102040-0p1-S1_Run64.mzML,nmdc:bsm-11-4z1r3c62,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES133 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_12_GEO-ME-8-UF_1_Rg80to1200-CE102040-0-7-S1_Run51.mzML,nmdc:bsm-11-wj0rgm84,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES128 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_16_GEO-SP-20-UF_1_Rg70to1050-CE102040-0-4-S1_Run68.mzML,nmdc:bsm-11-tsd7z567,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES026 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_35_ExCtrl-JGI_3_Rg70to1050-CE102040-ExCtrl-S1_Run89.mzML,,,
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_14_GEO-SP-12-UF_1_Rg80to1200-CE102040-0-4-S1_Run58.mzML,nmdc:bsm-11-yt9w9g86,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES017 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_9_GEO-ME-40-UF_1_Rg80to1200-CE102040-0-7-S1_Run43.mzML,nmdc:bsm-11-ne7eez40,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES157 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_19_GEO-SP-32-UF_1_Rg70to1050-CE102040-0-4-S1_Run77.mzML,nmdc:bsm-11-6zqebn50,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES037 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_43_GEO-ME-32-F_1_Rg70to1050-CE102040-0-7-S1_Run158.mzML,nmdc:bsm-11-0zddn388,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES150 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_47_GEO-ME-4-F_1_Rg70to1050-CE102040-0-7-S1_Run175.mzML,nmdc:bsm-11-re18d216,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES121 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_44_GEO-ME-36-F_1_Rg80to1200-CE102040-0-7-S1_Run160.mzML,nmdc:bsm-11-5xrr5q54,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES153 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_73_ExCtrl-User_1_Rg80to1200-CE102040-ExCtrl-S1_Run13.mzML,,,
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_NEG_MSMS_3_ME-20170811-metabo-3_1_Rg70to1050-CE102040-15p3-S1_Run22.mzML,,,
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_16_ME-20170908-metabo-16_1_Rg80to1200-CE102040-0p1-S1_Run63.mzML,nmdc:bsm-11-4z1r3c62,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES133 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_34_GEO-TB-44-UF_1_Rg80to1200-CE102040-0-1-S1_Run130.mzML,nmdc:bsm-11-f2pxs644,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES110 metaT",high
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_NEG_MSMS_9_ME-20170908-metabo-9_1_Rg80to1200-CE102040-22p2-S1_Run40.mzML,,,
20160526_HILIC___POS_MSMS_KBL_Qex_UV_Lake_Sparkling______Run11.mzML,,,
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_13_GEO-SP-0-UF_1_Rg80to1200-CE102040-0-4-S1_Run55.mzML,nmdc:bsm-11-qbm7gk40,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES001 metaT",high
20160526_HILIC___NEG_MSMS_KBL_Qex_UV_Lake_TroutBob______Run15.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_29_GEO-TB-24-UF_1_Rg70to1050-CE102040-0-1-S1_Run110.mzML,nmdc:bsm-11-j68z9p10,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES081 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_18_GEO-SP-28-UF_1_Rg70to1050-CE102040-0-4-S1_Run75.mzML,nmdc:bsm-11-8smkxv71,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES033 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_31_GEO-TB-32-UF_1_Rg80to1200-CE102040-0-1-S1_Run122.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_59_GEO-SP-4-F_1_Rg70to1050-CE102040-0-4-S1_Run214.mzML,nmdc:bsm-11-4742zx26,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES009 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_64_GEO-TB-20-F_1_Rg80to1200-CE102040-0-1-S1_Run233.mzML,nmdc:bsm-11-gpkjsg19,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES077 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_30_GEO-TB-28-UF_1_Rg70to1050-CE102040-0-1-S1_Run114.mzML,nmdc:bsm-11-6xpbap29,"Dystrophic lake water microbial communities from Trout Bog Lake, Wisconsin, USA - GEODES085 metaT",high
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_30_ME-20171101-metabo-30_1_Rg80to1200-CE102040-11p9-S1_Run113.mzML,,,
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_45_GEO-ME-40-F_1_Rg80to1200-CE102040-0-7-S1_Run163.mzML,nmdc:bsm-11-ne7eez40,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES157 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_14_ME-20170908-metabo-14_1_Rg70to1050-CE102040-12p5-S1_Run57.mzML,,,
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_14_GEO-SP-12-UF_1_Rg80to1200-CE102040-0-4-S1_Run57.mzML,nmdc:bsm-11-yt9w9g86,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES017 metaT",high
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_35_ExCtrl-JGI_3_Rg80to1200-CE102040-ExCtrl-S1_Run89.mzML,,,
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_21_GEO-SP-40-UF_1_Rg70to1050-CE102040-0-4-S1_Run84.mzML,nmdc:bsm-11-vb6nnt31,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES045 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_NEG_MSMS_9_GEO-ME-40-UF_1_Rg70to1050-CE102040-0-7-S1_Run43.mzML,nmdc:bsm-11-ne7eez40,"Eutrophic lake water microbial communities from Lake Mendota, Wisconsin, USA - GEODES157 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_32_GEO-TB-36-UF_1_Rg70to1050-CE102040-0-1-S1_Run124.mzML,,,
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_NEG_MSMS_54_GEO-SP-28-F_1_Rg80to1200-CE102040-0-4-S1_Run199.mzML,nmdc:bsm-11-8smkxv71,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES033 metaT",high
20180918_KBL_TM_Lakes_GEODES_All3_QE-HF_HILICZ-VF1_USHXG01161_POS_MSMS_61_GEO-TB-0-F_1_Rg70to1050-CE102040-0-1-S1_Run224.mzML,nmdc:bsm-11-ccgfn155,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES053 metaT",high
20181217_KBL_TM_Lakes_GEODES_All3_QE-HF_C18_USDAY46918_POS_MSMS_61_GEO-TB-0-F_1_Rg80to1200-CE102040-0-1-S1_Run224.mzML,nmdc:bsm-11-ccgfn155,"Oligotrophic lake water microbial communities from Sparkling Lake, Wisconsin, USA - GEODES053 metaT",high
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_10_ME-20170908-metabo-10_1_Rg70to1050-CE102040-18-S1_Run42.mzML,,,
20181217_KBL_TM_Lakes_Mendota_DepthDate_QE-HF_C18_USDAY46918_POS_MSMS_17_ME-20171004-metabo-17_1_Rg80to1200-CE102040-14p5-S1_Run71.mzML,,,
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_POS_MSMS_7_ME-20170811-metabo-7_1_Rg70to1050-CE102040-9p5-S1_Run33.mzML,,,
20180918_KBL_TM_Lakes_Mendota_DepthDate_QE-139_HILICZ-VF1_USHXG01161_NEG_MSMS_21_ME-20171004-metabo-21_1_Rg70to1050-CE102040-17p3-S1_Run84.mzML,,,
