sample_id,raw_data_file,processed_data_directory,mass_spec_configuration_name,chromat_configuration_name,instrument_used,processing_institution_workflow,processing_institution_generation,instrument_analysis_end_date,instrument_instance_specifier,raw_data_url
nmdc:procsm-13-niwmv1qt,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_37_S29-D45_A_Rg80to1200-CE102040-soil-S1_Run27.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_37_S29-D45_A_Rg80to1200-CE102040-soil-S1_Run27.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-15T17:57:38Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_37_S29-D45_A_Rg80to1200-CE102040-soil-S1_Run27.raw&forceDownload=true
nmdc:procsm-13-kuqa7mjn,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_13_S17-D45_A_Rg80to1200-CE102040-soil-S1_Run45.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_13_S17-D45_A_Rg80to1200-CE102040-soil-S1_Run45.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-15T21:45:58Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_13_S17-D45_A_Rg80to1200-CE102040-soil-S1_Run45.raw&forceDownload=true
nmdc:procsm-13-yayfsa5e,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_10_S16-D45_A_Rg80to1200-CE102040-soil-S1_Run54.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_10_S16-D45_A_Rg80to1200-CE102040-soil-S1_Run54.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-15T23:40:08Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_10_S16-D45_A_Rg80to1200-CE102040-soil-S1_Run54.raw&forceDownload=true
nmdc:procsm-13-b1xpb8jw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_26_S32-D89_B_Rg80to1200-CE205060-soil-S1_Run151.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_26_S32-D89_B_Rg80to1200-CE205060-soil-S1_Run151.corems,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T13:56:34Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_26_S32-D89_B_Rg80to1200-CE205060-soil-S1_Run151.raw&forceDownload=true
nmdc:procsm-13-uq2hdneq,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_18_S32-D45_C_Rg80to1200-CE102040-soil-S1_Run236.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_18_S32-D45_C_Rg80to1200-CE102040-soil-S1_Run236.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-18T07:54:31Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_18_S32-D45_C_Rg80to1200-CE102040-soil-S1_Run236.raw&forceDownload=true
nmdc:procsm-13-sypf0rkh,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_45_S53-D45_C_Rg80to1200-CE102040-soil-S1_Run212.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_45_S53-D45_C_Rg80to1200-CE102040-soil-S1_Run212.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-18T02:50:04Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_45_S53-D45_C_Rg80to1200-CE102040-soil-S1_Run212.raw&forceDownload=true
nmdc:procsm-13-ghfjxyrp,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_40_S40-D45_A_Rg80to1200-CE102040-soil-S1_Run51.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_40_S40-D45_A_Rg80to1200-CE102040-soil-S1_Run51.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-15T23:02:04Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_40_S40-D45_A_Rg80to1200-CE102040-soil-S1_Run51.raw&forceDownload=true
nmdc:procsm-13-ypq0wh4c,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_15_S17-D45_C_Rg80to1200-CE102040-soil-S1_Run168.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_15_S17-D45_C_Rg80to1200-CE102040-soil-S1_Run168.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T17:32:08Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_15_S17-D45_C_Rg80to1200-CE102040-soil-S1_Run168.raw&forceDownload=true
nmdc:procsm-13-bc3353x7,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_46_S29-D89_A_Rg80to1200-CE102040-soil-S1_Run77.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_46_S29-D89_A_Rg80to1200-CE102040-soil-S1_Run77.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-16T04:31:38Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_46_S29-D89_A_Rg80to1200-CE102040-soil-S1_Run77.raw&forceDownload=true
nmdc:procsm-13-8mhn0a2f,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_48_S29-D89_C_Rg80to1200-CE102040-soil-S1_Run195.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_48_S29-D89_C_Rg80to1200-CE102040-soil-S1_Run195.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T23:14:42Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_48_S29-D89_C_Rg80to1200-CE102040-soil-S1_Run195.raw&forceDownload=true
nmdc:procsm-13-n6w5y0n5,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_43_S53-D45_A_Rg80to1200-CE102040-soil-S1_Run24.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_43_S53-D45_A_Rg80to1200-CE102040-soil-S1_Run24.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-15T17:19:36Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_43_S53-D45_A_Rg80to1200-CE102040-soil-S1_Run24.raw&forceDownload=true
nmdc:procsm-13-q7wxj88f,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_23_S17-D89_B_Rg80to1200-CE205060-soil-S1_Run148.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_23_S17-D89_B_Rg80to1200-CE205060-soil-S1_Run148.corems,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T13:18:28Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_23_S17-D89_B_Rg80to1200-CE205060-soil-S1_Run148.raw&forceDownload=true
nmdc:procsm-13-d5dx8m3a,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_47_S29-D89_B_Rg80to1200-CE205060-soil-S1_Run118.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20251027/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_47_S29-D89_B_Rg80to1200-CE205060-soil-S1_Run118.corems,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-16T13:11:36Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_47_S29-D89_B_Rg80to1200-CE205060-soil-S1_Run118.raw&forceDownload=true
