analysis_type,associated_studies,id,name,samp_name
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-prs2ev78'],nmdc:bsm-11-zfka2877,61255_3_TOP,61255_3_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-2eteyx04'],nmdc:bsm-11-rdmr1693,61343_6_BTM,61343_6_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-2eteyx04'],nmdc:bsm-11-zyaqp266,61343_7_TOP,61343_7_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-2eteyx04'],nmdc:bsm-11-dfjrdq38,61343_1_TOP,61343_1_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-2eteyx04'],nmdc:bsm-11-vrs8w977,61343_5_TOP,61343_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-2eteyx04'],nmdc:bsm-11-7vpkz220,61343_6_TOP,61343_6_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-wryvft24,61257_1_TOP,61257_1_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-16cn9j10,61257_1_BTM,61257_1_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-wxjtfz15,61257_2_TOP,61257_2_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-9293cz35,61257_3_TOP,61257_3_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-9xtwve72,61257_3_BTM,61257_3_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-9rvxgn22,61257_4_TOP,61257_4_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-8tydx094,61257_5_TOP,61257_5_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-x1s3bn96,61257_6_TOP,61257_6_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-am7hn353,61257_6_BTM,61257_6_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-9d5ndr25,61257_7_TOP,61257_7_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-kvv3b709,61257_7_BTM,61257_7_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-pwf3ez68,61257_8_TOP,61257_8_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-3vvd0s71,61257_8_BTM,61257_8_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-a6pxbh89,61257_9_TOP,61257_9_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-typ7rs08'],nmdc:bsm-11-737z0292,61257_9_BTM,61257_9_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-jcqvfg26,61418_1_TOP,61418_1_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-chqrt736,61418_9_TOP,61418_9_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-z99nwj90,61418_2_TOP,61418_2_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-zm5v5t15,61418_2_BTM,61418_2_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-j2jdpv44,61418_9_BTM,61418_9_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-b99tky85,61418_3_TOP,61418_3_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-x5bewq19,61418_3_BTM,61418_3_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-cx6sr505,61418_4_TOP,61418_4_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-2qwxtq56,61418_5_TOP,61418_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-yfgayt77,61418_6_TOP,61418_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-zj2k5d60'],nmdc:bsm-11-cc87md09,61418_8_TOP,61418_8_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-5w7bbv90,61419_1_TOP,61419_1_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-9saavy14,61419_1_BTM,61419_1_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-65109x20,61419_2_TOP,61419_2_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-w3gwjf05,61419_4_TOP,61419_4_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-d8ej8z18,61419_5_BTM,61419_5_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-dbs0gg35,61419_6_TOP,61419_6_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-7rmz3b04,61419_6_BTM,61419_6_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-bth4mn20,61419_7_TOP,61419_7_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-sd5aq336,61419_8_TOP,61419_8_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-t6m5y834,61419_9_TOP,61419_9_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-f08xp794,61419_5_TOP,61419_5_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-qca9ed47,61419_7_BTM,61419_7_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-gvvemv98'],nmdc:bsm-11-720bvd56,61419_8_BTM,61419_8_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-y1x8wx83,61389_3_TOP,61389_3_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-q04kgj52,61389_10_TOP,61389_10_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-m220yr54,61389_10_BTM,61389_10_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-sgz21147,61389_11_TOP,61389_11_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-ys801261,61389_12_TOP,61389_12_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-x6h8qw16,61389_13_TOP,61389_13_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-zatz7p16,61389_15_TOP,61389_15_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-m8mfcg46,61389_16_TOP,61389_16_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-7e3n4338,61389_17_TOP,61389_17_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-7dkvrq05,61389_18_TOP,61389_18_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-at3c0236,61389_19_TOP,61389_19_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-5n82xv97,61389_20_TOP,61389_20_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-padt8040,61389_21_TOP,61389_21_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-m3bg4207,61389_24_TOP,61389_24_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-m0xhf112,61389_1_TOP,61389_1_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-jfkgkv54,61389_2_TOP,61389_2_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-rxdy5k69,61389_4_TOP,61389_4_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-d6tcpy42,61389_4_BTM,61389_4_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-4anc1006,61389_5_TOP,61389_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-3cv7nz55,61389_5_BTM,61389_5_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-y185zb74,61389_6_TOP,61389_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-66nd3s49,61389_7_TOP,61389_7_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-79sbsj02,61389_7_BTM,61389_7_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-smz5kt14,61389_8_TOP,61389_8_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-h5w0xn36,61389_9_TOP,61389_9_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-eje8ah53,61389_14_TOP,61389_14_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-d7bfsv98,61389_20_BTM,61389_20_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-xjf36957,61389_22_TOP,61389_22_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-abkhs779,61389_23_TOP,61389_23_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-mqtfzw83'],nmdc:bsm-11-brgak256,61389_23_BTM,61389_23_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-nmtnj115'],nmdc:bsm-11-vtasrw05,61412_4_TOP,61412_4_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-nmtnj115'],nmdc:bsm-11-ajv68037,61412_6_TOP,61412_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-nmtnj115'],nmdc:bsm-11-2swjm992,61412_8_TOP,61412_8_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-nmtnj115'],nmdc:bsm-11-z3met523,61412_8_BTM,61412_8_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-nmtnj115'],nmdc:bsm-11-xs2mt693,61412_1_BTM,61412_1_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-nmtnj115'],nmdc:bsm-11-y8wb5e21,61412_2_TOP,61412_2_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-nmtnj115'],nmdc:bsm-11-hpbkyw79,61412_2_BTM,61412_2_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-nmtnj115'],nmdc:bsm-11-6za62892,61412_7_TOP,61412_7_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-2mbdf872,60880_1_TOP,60880_1_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-5vjamr09,60880_2_TOP,60880_2_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-t27vqt47,60880_3_TOP,60880_3_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-939ej177,60880_4_BTM,60880_4_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-eejbkc73,60880_4_TOP,60880_4_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-pp31dx51,60880_1_BTM,60880_1_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-6ccma634,60880_5_TOP,60880_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-p8dkr741,60880_5_BTM,60880_5_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-2vp4nd49,60880_6_TOP,60880_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-a14anh64,60880_6_BTM,60880_6_BTM
"['natural organic matter', 'bulk chemistry']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-s41v0f79,60880_2_BTM,60880_2_BTM
"['natural organic matter', 'bulk chemistry']",['nmdc:sty-11-kq30gk16'],nmdc:bsm-11-866ak216,60880_3_BTM,60880_3_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-6td2nm05,60923_8_TOP,60923_8_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-qb3m3164,60923_8_BTM,60923_8_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-zk87rj83,60923_9_TOP,60923_9_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-4598j016,60923_10_TOP,60923_10_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-3p4q9s24,60923_10_BTM,60923_10_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-7x79mg62,60923_11_TOP,60923_11_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-sngh0d75,60923_12_TOP,60923_12_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-ck686d84,60923_13_TOP,60923_13_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-yqscch07,60923_14_TOP,60923_14_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-nt8jv985,60923_15_TOP,60923_15_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-md1zcz76,60923_15_BTM,60923_15_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-yqht8070,60923_16_TOP,60923_16_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-cgxt5442,60923_16_BTM,60923_16_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-k62cnz39,60923_17_TOP,60923_17_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-31qgat38,60923_17_BTM,60923_17_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-4fy4ee20,60923_18_TOP,60923_18_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-bgq1sh57,60923_18_BTM,60923_18_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-6799hx33,60923_19_TOP,60923_19_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-4gv37a07,60923_19_BTM,60923_19_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-nynnec13,60923_20_TOP,60923_20_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-94gy3937,60923_20_BTM,60923_20_BTM
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-886pkh28,60923_21_TOP,60923_21_TOP
"['metagenomics', 'natural organic matter', 'metabolomics']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-jqw92624,60923_21_BTM,60923_21_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-920kpn04,60923_6_BTM,60923_6_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-yt63wa34,60923_9_BTM,60923_9_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-cemf6c90,60923_11_BTM,60923_11_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-xajpcq62,60923_12_BTM,60923_12_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-x57kpq54,60923_13_BTM,60923_13_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-g1acwr86,60923_14_BTM,60923_14_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-yarccp75,60923_1_TOP,60923_1_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-drbpkb58,60923_2_TOP,60923_2_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-z8ve6g64,60923_2_BTM,60923_2_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-8wv3sf12,60923_3_TOP,60923_3_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-de24zv13,60923_3_BTM,60923_3_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-xavsg426,60923_4_TOP,60923_4_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-5fjw6z87,60923_4_BTM,60923_4_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-ezpyrs72,60923_5_TOP,60923_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-8qv5pe69,60923_5_BTM,60923_5_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-w76zc983,60923_6_TOP,60923_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-71pphw07,60923_7_TOP,60923_7_TOP
"['natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-xwr0ac68,60923_1_BTM,60923_1_BTM
"['natural organic matter', 'bulk chemistry']",['nmdc:sty-11-w4tp3f29'],nmdc:bsm-11-8mzebh25,60923_7_BTM,60923_7_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-4abqf802,61051_1_TOP,61051_1_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-r1y0e694,61051_1_BTM,61051_1_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-1q9ahf80,61051_2_TOP,61051_2_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-p4fdcz42,61051_2_BTM,61051_2_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-qsvs3b74,61051_3_TOP,61051_3_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-dw3y3d79,61051_3_BTM,61051_3_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-mgmzj371,61051_4_TOP,61051_4_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-sesavv60,61051_4_BTM,61051_4_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-4ydap141,61051_5_TOP,61051_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-srsy2x04,61051_5_BTM,61051_5_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-h9acfs29,61051_6_TOP,61051_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-5kbse224,61051_6_BTM,61051_6_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-dwmxe918,61051_7_TOP,61051_7_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-0y6v3x80,61051_7_BTM,61051_7_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-r999gs19,61051_8_TOP,61051_8_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-cc7c9n80,61051_8_BTM,61051_8_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-ypaz8z68,61051_9_TOP,61051_9_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-vrhht152'],nmdc:bsm-11-1q2a1e77,61051_9_BTM,61051_9_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-zta1hy24,60886_1_TOP,60886_1_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-ynb8k575,60886_1_BTM,60886_1_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-prmpqc17,60886_2_TOP,60886_2_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-zxb6qr14,60886_2_BTM,60886_2_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-frmj3f12,60886_3_TOP,60886_3_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-xvyz1e29,60886_3_BTM,60886_3_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-3s3gvn13,60886_4_TOP,60886_4_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-epczt773,60886_4_BTM,60886_4_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-s3e2ex68,60886_5_TOP,60886_5_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-vga2jz16,60886_5_BTM,60886_5_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-6nsqhw29,60886_6_TOP,60886_6_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-ygdm6368'],nmdc:bsm-11-c1s6dp89,60886_6_BTM,60886_6_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-xk1gw136,60933_1_TOP,60933_1_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-p1rg8185,60933_2_TOP,60933_2_TOP
