raw_data_file_short,biosample_id,biosample.associated_studies,material_processing_type,raw_data_file,processed_data_directory,mass_spec_configuration_name,chromat_configuration_name,execution_resource,instrument_used,file_name,instrument_analysis_end_date,url
1F11_2_62_rohwer-85-s003-a04.raw,nmdc:bsm-11-rvhzjt54,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1F11_2_62_rohwer-85-s003-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/1F11_2_62_rohwer-85-s003-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,1F11_2_62_rohwer-85-s003-a04.raw,2019-02-07T06:37:44Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/1F11_2_62_rohwer-85-s003-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F1F11_2_62_rohwer-85-s003-a04.raw&forceDownload=true
2A10_3_45_king-27-s010-a04.raw,nmdc:bsm-11-5r2xyn20,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/2A10_3_45_king-27-s010-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/2A10_3_45_king-27-s010-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,2A10_3_45_king-27-s010-a04.raw,2019-02-06T19:28:58Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/2A10_3_45_king-27-s010-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F2A10_3_45_king-27-s010-a04.raw&forceDownload=true
7F9_8_59_song-52-s010-a04.raw,nmdc:bsm-11-1j6kvc24,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/7F9_8_59_song-52-s010-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/7F9_8_59_song-52-s010-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,7F9_8_59_song-52-s010-a04.raw,2019-02-05T16:50:24Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE7/7F9_8_59_song-52-s010-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE7%2F7F9_8_59_song-52-s010-a04.raw&forceDownload=true
7D5_8_35_song-51-s019-a04.raw,nmdc:bsm-11-1yc28a60,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/7D5_8_35_song-51-s019-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/7D5_8_35_song-51-s019-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,7D5_8_35_song-51-s019-a04.raw,2019-02-05T08:23:56Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE7/7D5_8_35_song-51-s019-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE7%2F7D5_8_35_song-51-s019-a04.raw&forceDownload=true
6D9_5_36_mousseau-88-s107-a02.raw,nmdc:bsm-11-je1g4912,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/6D9_5_36_mousseau-88-s107-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/6D9_5_36_mousseau-88-s107-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,6D9_5_36_mousseau-88-s107-a02.raw,2019-02-03T09:51:57Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE6/6D9_5_36_mousseau-88-s107-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE6%2F6D9_5_36_mousseau-88-s107-a02.raw&forceDownload=true
6C5_5_17_mousseau-88-s100-a02.raw,nmdc:bsm-11-31jggw59,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/6C5_5_17_mousseau-88-s100-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/6C5_5_17_mousseau-88-s100-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,6C5_5_17_mousseau-88-s100-a02.raw,2019-02-03T05:33:45Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE6/6C5_5_17_mousseau-88-s100-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE6%2F6C5_5_17_mousseau-88-s100-a02.raw&forceDownload=true
7A3_8_3_song-53-s013-a04.raw,nmdc:bsm-11-e8es0f94,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/7A3_8_3_song-53-s013-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/7A3_8_3_song-53-s013-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,7A3_8_3_song-53-s013-a04.raw,2019-02-05T23:56:05Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE7/7A3_8_3_song-53-s013-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE7%2F7A3_8_3_song-53-s013-a04.raw&forceDownload=true
5A2_2_3_angenent-65-s007-a04.raw,nmdc:bsm-11-j5nvnf53,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5A2_2_3_angenent-65-s007-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5A2_2_3_angenent-65-s007-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5A2_2_3_angenent-65-s007-a04.raw,2019-02-03T16:15:41Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5A2_2_3_angenent-65-s007-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5A2_2_3_angenent-65-s007-a04.raw&forceDownload=true
5F1_4_26_mousseau-88-s004-a02.raw,nmdc:bsm-11-6pqzr832,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5F1_4_26_mousseau-88-s004-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5F1_4_26_mousseau-88-s004-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5F1_4_26_mousseau-88-s004-a02.raw,2019-02-04T07:42:09Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5F1_4_26_mousseau-88-s004-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5F1_4_26_mousseau-88-s004-a02.raw&forceDownload=true
4D2_1_18_thomas-18-s053-a03.raw,nmdc:bsm-11-j018j437,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/4D2_1_18_thomas-18-s053-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/4D2_1_18_thomas-18-s053-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,4D2_1_18_thomas-18-s053-a03.raw,2019-02-11T12:21:14Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/4D2_1_18_thomas-18-s053-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F4D2_1_18_thomas-18-s053-a03.raw&forceDownload=true
7C7_8_27_song-53-s004-a04.raw,nmdc:bsm-11-49rak140,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/7C7_8_27_song-53-s004-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/7C7_8_27_song-53-s004-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,7C7_8_27_song-53-s004-a04.raw,2019-02-05T05:26:08Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE7/7C7_8_27_song-53-s004-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE7%2F7C7_8_27_song-53-s004-a04.raw&forceDownload=true
5E5_4_17_mousseau-88-s010-a02.raw,nmdc:bsm-11-tce22278,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5E5_4_17_mousseau-88-s010-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5E5_4_17_mousseau-88-s010-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5E5_4_17_mousseau-88-s010-a02.raw,2019-02-04T05:11:07Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5E5_4_17_mousseau-88-s010-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5E5_4_17_mousseau-88-s010-a02.raw&forceDownload=true
3A7_6_3_tait-77-s003-a03.raw,nmdc:bsm-11-j6d0dx47,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/3A7_6_3_tait-77-s003-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/3A7_6_3_tait-77-s003-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,3A7_6_3_tait-77-s003-a03.raw,2019-02-09T22:38:29Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/3A7_6_3_tait-77-s003-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F3A7_6_3_tait-77-s003-a03.raw&forceDownload=true
4F5_7_8_thomas-18-s028-a04.raw,nmdc:bsm-11-edpm4s56,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/4F5_7_8_thomas-18-s028-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/4F5_7_8_thomas-18-s028-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,4F5_7_8_thomas-18-s028-a04.raw,2019-02-11T19:27:01Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/4F5_7_8_thomas-18-s028-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F4F5_7_8_thomas-18-s028-a04.raw&forceDownload=true
4B11_3_47_pinto-63-s011-a03.raw,nmdc:bsm-11-nc9gfq79,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/4B11_3_47_pinto-63-s011-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/4B11_3_47_pinto-63-s011-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,4B11_3_47_pinto-63-s011-a03.raw,2019-02-12T05:09:27Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/4B11_3_47_pinto-63-s011-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F4B11_3_47_pinto-63-s011-a03.raw&forceDownload=true
6C1_5_13_mousseau-88-s083-a02.raw,nmdc:bsm-11-pap8v842,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/6C1_5_13_mousseau-88-s083-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/6C1_5_13_mousseau-88-s083-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,6C1_5_13_mousseau-88-s083-a02.raw,2019-02-03T04:40:07Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE6/6C1_5_13_mousseau-88-s083-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE6%2F6C1_5_13_mousseau-88-s083-a02.raw&forceDownload=true
4C3_3_65_pinto-63-s008-a03.raw,nmdc:bsm-11-e57r5273,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/4C3_3_65_pinto-63-s008-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/4C3_3_65_pinto-63-s008-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,4C3_3_65_pinto-63-s008-a03.raw,2019-02-12T06:03:07Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/4C3_3_65_pinto-63-s008-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F4C3_3_65_pinto-63-s008-a03.raw&forceDownload=true
4H4_7_40_zaneveld-9-s008-a04.raw,nmdc:bsm-11-x4pvsy53,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/4H4_7_40_zaneveld-9-s008-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/4H4_7_40_zaneveld-9-s008-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,4H4_7_40_zaneveld-9-s008-a04.raw,2019-02-10T19:15:22Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/4H4_7_40_zaneveld-9-s008-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F4H4_7_40_zaneveld-9-s008-a04.raw&forceDownload=true
1F4_2_39_bowen-74-s014-a04.raw,nmdc:bsm-11-v15sb159,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1F4_2_39_bowen-74-s014-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/1F4_2_39_bowen-74-s014-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,1F4_2_39_bowen-74-s014-a04.raw,2019-02-07T00:14:33Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/1F4_2_39_bowen-74-s014-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F1F4_2_39_bowen-74-s014-a04.raw&forceDownload=true
1E3_1_73_berry-2-s008-a04.raw,nmdc:bsm-11-7jnf7s04,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1E3_1_73_berry-2-s008-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/1E3_1_73_berry-2-s008-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,1E3_1_73_berry-2-s008-a04.raw,2019-02-06T10:20:52Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/1E3_1_73_berry-2-s008-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F1E3_1_73_berry-2-s008-a04.raw&forceDownload=true
3C9_6_27_palenik-42-s010-a02.raw,nmdc:bsm-11-s25bjd37,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/3C9_6_27_palenik-42-s010-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/3C9_6_27_palenik-42-s010-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,3C9_6_27_palenik-42-s010-a02.raw,2019-02-09T19:53:36Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/3C9_6_27_palenik-42-s010-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F3C9_6_27_palenik-42-s010-a02.raw&forceDownload=true
3C4_6_22_tait-77-s001-a03.raw,nmdc:bsm-11-8p95bf71,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/3C4_6_22_tait-77-s001-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/3C4_6_22_tait-77-s001-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,3C4_6_22_tait-77-s001-a03.raw,2019-02-09T23:05:19Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/3C4_6_22_tait-77-s001-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F3C4_6_22_tait-77-s001-a03.raw&forceDownload=true
6B8_5_8_mousseau-88-s084-a02.raw,nmdc:bsm-11-rn8q1c27,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/6B8_5_8_mousseau-88-s084-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/6B8_5_8_mousseau-88-s084-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,6B8_5_8_mousseau-88-s084-a02.raw,2019-02-03T03:02:45Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE6/6B8_5_8_mousseau-88-s084-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE6%2F6B8_5_8_mousseau-88-s084-a02.raw&forceDownload=true
3B7_6_14_palenik-42-s017-a02.raw,nmdc:bsm-11-024rsd62,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/3B7_6_14_palenik-42-s017-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/3B7_6_14_palenik-42-s017-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,3B7_6_14_palenik-42-s017-a02.raw,2019-02-09T18:16:07Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/3B7_6_14_palenik-42-s017-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F3B7_6_14_palenik-42-s017-a02.raw&forceDownload=true
3D12_6_41_palenik-42-s001-a02.raw,nmdc:bsm-11-v9f3nm92,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/3D12_6_41_palenik-42-s001-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/3D12_6_41_palenik-42-s001-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,3D12_6_41_palenik-42-s001-a02.raw,2019-02-09T21:14:09Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/3D12_6_41_palenik-42-s001-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F3D12_6_41_palenik-42-s001-a02.raw&forceDownload=true
4F6_7_9_zaneveld-9-s005-a04.raw,nmdc:bsm-11-3c3w4c53,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/4F6_7_9_zaneveld-9-s005-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/4F6_7_9_zaneveld-9-s005-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,4F6_7_9_zaneveld-9-s005-a04.raw,2019-02-10T16:34:13Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/4F6_7_9_zaneveld-9-s005-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F4F6_7_9_zaneveld-9-s005-a04.raw&forceDownload=true
1F5_2_45_bowen-74-s015-a04.raw,nmdc:bsm-11-gkpqw834,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1F5_2_45_bowen-74-s015-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/1F5_2_45_bowen-74-s015-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,1F5_2_45_bowen-74-s015-a04.raw,2019-02-07T00:28:01Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/1F5_2_45_bowen-74-s015-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F1F5_2_45_bowen-74-s015-a04.raw&forceDownload=true
4G2_7_23_thomas-18-s013-a04.raw,nmdc:bsm-11-yzra3r06,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/4G2_7_23_thomas-18-s013-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/4G2_7_23_thomas-18-s013-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,4G2_7_23_thomas-18-s013-a04.raw,2019-02-11T20:34:06Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/4G2_7_23_thomas-18-s013-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F4G2_7_23_thomas-18-s013-a04.raw&forceDownload=true
