id,name,description,samp_name,gold_biosample_identifiers
nmdc:bsm-11-b7pv2a25,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-13-CL2_39_29 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-13-CL2_39_29 endosphere,['gold:Gb0305834']
nmdc:bsm-11-fy3j8w19,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co2_68_28 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-7986-Co2_68_28 endosphere,['gold:Gb0305926']
nmdc:bsm-11-g4rxzh95,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-13-CL1_35_33 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-13-CL1_35_33 endosphere,['gold:Gb0305833']
nmdc:bsm-11-bgar5122,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-11047-CL1_23_5 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-11047-CL1_23_5 endosphere,['gold:Gb0305917']
nmdc:bsm-11-766dwa91,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-198-CL2_38_5 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-198-CL2_38_5 endosphere,['gold:Gb0305845']
nmdc:bsm-11-jt9qtx26,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co2_51_17 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-Co2_51_17 soil,['gold:Gb0291662']
nmdc:bsm-11-szd4fj93,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL3_80_19 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-845-CL3_80_19 rhizosphere,['gold:Gb0291753']
nmdc:bsm-11-90vp2x95,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co1_22_4 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co1_22_4 rhizosphere,['gold:Gb0291743']
nmdc:bsm-11-ad739z23,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-133-Co2_50_25 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-133-Co2_50_25 rhizosphere,['gold:Gb0291702']
nmdc:bsm-11-b3802b26,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co2_54_22 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWD-24-1-Co2_54_22 soil,['gold:Gb0291689']
nmdc:bsm-11-nz6f9964,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-13-Co2_41_23 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co2_41_23 rhizosphere,['gold:Gb0291696']
nmdc:bsm-11-c52npq37,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-833-CL3_77_6 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-833-CL3_77_6 endosphere,['gold:Gb0305889']
nmdc:bsm-11-7yjtg159,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co3_23_35 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWA-24-3-Co3_23_35 rhizosphere,['gold:Gb0291795']
nmdc:bsm-11-52bf8107,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-198-CL3_81_33 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-198-CL3_81_33 soil,['gold:Gb0291595']
nmdc:bsm-11-q3sa0t28,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co3_23_35 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWA-24-3-Co3_23_35 endosphere,['gold:Gb0305937']
nmdc:bsm-11-yqrv3r15,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co1_32_7 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co1_32_7 soil,['gold:Gb0291627']
nmdc:bsm-11-b70s9h20,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-360-CL3_72_12 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-360-CL3_72_12 soil,['gold:Gb0291621']
nmdc:bsm-11-v1ynyj85,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co3_28_42 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co3_28_42 rhizosphere,['gold:Gb0291756']
nmdc:bsm-11-m5tyz195,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-234-Co1_23_3 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co1_23_3 soil,['gold:Gb0291598']
nmdc:bsm-11-1r4br749,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co3_8_57 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co3_8_57 soil,['gold:Gb0291629']
nmdc:bsm-11-y46kr968,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co1_12_9 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co1_12_9 soil,['gold:Gb0291650']
nmdc:bsm-11-wm40z541,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co2_54_22 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWD-24-1-Co2_54_22 rhizosphere,['gold:Gb0291798']
nmdc:bsm-11-hx03gs06,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co1_24_3 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co1_24_3 soil,['gold:Gb0291644']
nmdc:bsm-11-pnb58t51,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-11047-CL1_23_5 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-11047-CL1_23_5 soil,['gold:Gb0291666']
nmdc:bsm-11-ynkz2756,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-351-Co3_11_46 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-Co3_11_46 soil,['gold:Gb0291619']
nmdc:bsm-11-2k7det13,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL3_80_19 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-845-CL3_80_19 soil,['gold:Gb0291643']
nmdc:bsm-11-aztxt406,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-234-CL2_65_22 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-234-CL2_65_22 rhizosphere,['gold:Gb0291707']
nmdc:bsm-11-a93af105,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co1_10_5 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co1_10_5 soil,['gold:Gb0291656']
nmdc:bsm-11-6y2dt532,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL2_50_20 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-4579-CL2_50_20 rhizosphere,['gold:Gb0291779']
nmdc:bsm-11-97dgrv19,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-13-Co1_30_3 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co1_30_3 rhizosphere,['gold:Gb0291695']
nmdc:bsm-11-35peqt55,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL3_91_3 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-904-CL3_91_3 soil,['gold:Gb0291660']
nmdc:bsm-11-5snc2s56,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-307-CL1_26_33 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-307-CL1_26_33 rhizosphere,['gold:Gb0291715']
nmdc:bsm-11-nrt24197,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL2_57_20 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-904-CL2_57_20 soil,['gold:Gb0291659']
nmdc:bsm-11-zxvekh84,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL3_84_27 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-351-CL3_84_27 rhizosphere,['gold:Gb0291726']
nmdc:bsm-11-9rcfa470,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co2_51_17 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-Co2_51_17 rhizosphere,['gold:Gb0291772']
nmdc:bsm-11-3t0sfk18,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL1_25_34 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-388-CL1_25_34 soil,['gold:Gb0291624']
nmdc:bsm-11-adwwk217,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL2_37_16 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-845-CL2_37_16 rhizosphere,['gold:Gb0291752']
nmdc:bsm-11-4ep6tc76,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL3_88_3 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-388-CL3_88_3 rhizosphere,['gold:Gb0291736']
nmdc:bsm-11-g3r2dm95,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-360-CL3_72_12 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-360-CL3_72_12 endosphere,['gold:Gb0305872']
nmdc:bsm-11-cd09p052,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co1_5_9 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-Co1_5_9 rhizosphere,['gold:Gb0291771']
nmdc:bsm-11-acfvxq24,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-307-CL2_57_8 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-307-CL2_57_8 endosphere,['gold:Gb0305857']
nmdc:bsm-11-ptgmvp63,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co3_14_51 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co3_14_51 soil,['gold:Gb0291673']
nmdc:bsm-11-jq2e3v76,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-13-CL3_85_26 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-13-CL3_85_26 endosphere,['gold:Gb0305835']
nmdc:bsm-11-tkwn9650,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co1_22_4 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co1_22_4 endosphere,['gold:Gb0305885']
nmdc:bsm-11-3nhng665,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL3_80_19 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-845-CL3_80_19 endosphere,['gold:Gb0305895']
nmdc:bsm-11-spav5m37,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL1_27_10 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-351-CL1_27_10 endosphere,['gold:Gb0305865']
nmdc:bsm-11-dtyb1w45,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-234-Co2_52_27 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co2_52_27 endosphere,['gold:Gb0305850']
nmdc:bsm-11-vp7n5531,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-234-CL2_65_22 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-234-CL2_65_22 endosphere,['gold:Gb0305848']
nmdc:bsm-11-3nffqc45,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co3_13_34 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-Co3_13_34 endosphere,['gold:Gb0305875']
nmdc:bsm-11-899bm454,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co1_3_5 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWA-24-3-Co1_3_5 endosphere,['gold:Gb0305935']
nmdc:bsm-11-kdja3v28,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-331-Co3_15_40 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-331-Co3_15_40 endosphere,['gold:Gb0305864']
nmdc:bsm-11-rpj4zm44,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL3_83_27 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-847-CL3_83_27 endosphere,['gold:Gb0305901']
nmdc:bsm-11-4pc4k424,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co2_41_10 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWA-24-3-Co2_41_10 rhizosphere,['gold:Gb0291794']
nmdc:bsm-11-z66zfk92,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co3_8_57 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co3_8_57 endosphere,['gold:Gb0305881']
nmdc:bsm-11-h96d6881,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co3_9_34 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co3_9_34 endosphere,['gold:Gb0305904']
nmdc:bsm-11-y80cxc26,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co2_44_8 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co2_44_8 endosphere,['gold:Gb0305923']
nmdc:bsm-11-mb9s8c17,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co1_10_5 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co1_10_5 endosphere,['gold:Gb0305908']
nmdc:bsm-11-wj8zqj74,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL1_25_23 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-4579-CL1_25_23 rhizosphere,['gold:Gb0291778']
nmdc:bsm-11-cz68sy30,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co2_62_25 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-Co2_62_25 endosphere,['gold:Gb0305874']
nmdc:bsm-11-1r59n445,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-470-CL2_38_23 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-470-CL2_38_23 rhizosphere,['gold:Gb0291742']
nmdc:bsm-11-08mamh62,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co1_16_8 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-9591-Co1_16_8 soil,['gold:Gb0291680']
nmdc:bsm-11-pvr0ez88,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co2_54_22 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWD-24-1-Co2_54_22 endosphere,['gold:Gb0305940']
nmdc:bsm-11-w1t8bv92,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-448-CL1_35_3 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-448-CL1_35_3 endosphere,['gold:Gb0305882']
nmdc:bsm-11-8wd4pp40,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co1_10_5 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co1_10_5 rhizosphere,['gold:Gb0291766']
nmdc:bsm-11-vcna9q80,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-448-CL3_88_32 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-448-CL3_88_32 rhizosphere,['gold:Gb0291741']
nmdc:bsm-11-pejvvs20,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co3_31_37 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-Co3_31_37 rhizosphere,['gold:Gb0291750']
nmdc:bsm-11-vsd0et60,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-307-CL1_26_33 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-307-CL1_26_33 soil,['gold:Gb0291605']
nmdc:bsm-11-dvn9nk09,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-234-Co3_21_62 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co3_21_62 soil,['gold:Gb0291600']
nmdc:bsm-11-z423gx54,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-234-Co2_52_27 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co2_52_27 soil,['gold:Gb0291599']
nmdc:bsm-11-zqaeph53,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co1_3_5 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWA-24-3-Co1_3_5 rhizosphere,['gold:Gb0291793']
nmdc:bsm-11-v0hqhp22,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-234-Co1_23_3 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co1_23_3 rhizosphere,['gold:Gb0291708']
nmdc:bsm-11-ye5khf03,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-86-CL2_69_17 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-86-CL2_69_17 soil,['gold:Gb0291653']
nmdc:bsm-11-7asn9342,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co3_23_35 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWA-24-3-Co3_23_35 soil,['gold:Gb0291686']
nmdc:bsm-11-2a37n046,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-285-CL2_56_7 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-285-CL2_56_7 rhizosphere,['gold:Gb0291714']
nmdc:bsm-11-v5qwbp22,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co3_13_34 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-Co3_13_34 soil,['gold:Gb0291623']
nmdc:bsm-11-61a55c09,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co3_6_53 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co3_6_53 soil,['gold:Gb0291635']
nmdc:bsm-11-7j0fnc87,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL2_50_11 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-866-CL2_50_11 rhizosphere,['gold:Gb0291764']
nmdc:bsm-11-w2q32794,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-13-Co1_30_3 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co1_30_3 soil,['gold:Gb0291585']
nmdc:bsm-11-r8wy8d17,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co2_68_28 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-7986-Co2_68_28 soil,['gold:Gb0291675']
nmdc:bsm-11-arjq1c41,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co2_62_14 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co2_62_14 rhizosphere,['gold:Gb0291718']
nmdc:bsm-11-m53pa616,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-13-CL3_85_26 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-13-CL3_85_26 soil,['gold:Gb0291584']
nmdc:bsm-11-5nhz3402,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-13-CL1_35_33 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-13-CL1_35_33 soil,['gold:Gb0291582']
nmdc:bsm-11-m03j3183,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co2_58_19 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co2_58_19 soil,['gold:Gb0291657']
nmdc:bsm-11-fa3kp606,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co2_41_10 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWA-24-3-Co2_41_10 soil,['gold:Gb0291685']
nmdc:bsm-11-v9f9cm81,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co1_3_5 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWA-24-3-Co1_3_5 soil,['gold:Gb0291684']
nmdc:bsm-11-thpb7b07,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co2_68_28 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-7986-Co2_68_28 rhizosphere,['gold:Gb0291784']
nmdc:bsm-11-k3zdem68,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-13-CL3_85_26 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-13-CL3_85_26 rhizosphere,['gold:Gb0291694']
nmdc:bsm-11-9413qr84,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co3_24_32 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWD-24-1-Co3_24_32 soil,['gold:Gb0291690']
nmdc:bsm-11-bd18tk15,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co2_47_23 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-Co2_47_23 rhizosphere,['gold:Gb0291749']
nmdc:bsm-11-k8s74094,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL2_50_20 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-4579-CL2_50_20 soil,['gold:Gb0291669']
nmdc:bsm-11-6hgyxc93,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL1_34_16 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-9591-CL1_34_16 soil,['gold:Gb0291677']
nmdc:bsm-11-8ah8pz02,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-258-CL2_67_23 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-258-CL2_67_23 rhizosphere,['gold:Gb0291712']
nmdc:bsm-11-k7v09098,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co1_23_6 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-Co1_23_6 rhizosphere,['gold:Gb0291775']
nmdc:bsm-11-aan31e03,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWA-24-3-CL2_69_25 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",SKWA-24-3-CL2_69_25 rhizosphere,['gold:Gb0291792']
nmdc:bsm-11-3ekmcr15,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-258-CL1_34_5 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-258-CL1_34_5 soil,['gold:Gb0291601']
nmdc:bsm-11-y5w1j489,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co2_54_7 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co2_54_7 endosphere,['gold:Gb0305880']
nmdc:bsm-11-5g2kjf44,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-11047-CL2_41_30 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-11047-CL2_41_30 endosphere,['gold:Gb0305918']
nmdc:bsm-11-hejnp838,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL3_83_27 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-847-CL3_83_27 soil,['gold:Gb0291649']
nmdc:bsm-11-wrgc0v31,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-351-Co1_10_3 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-Co1_10_3 soil,['gold:Gb0291617']
nmdc:bsm-11-jxazjs92,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL1_34_16 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-9591-CL1_34_16 endosphere,['gold:Gb0305928']
nmdc:bsm-11-qam3hk28,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co3_14_51 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co3_14_51 endosphere,['gold:Gb0305924']
